iter	MultiClass
168	0.02928903464
169	0.02910816743
170	0.02892237174
171	0.02875953967
172	0.02850825883
173	0.02827947488
174	0.02810089146
175	0.02786498804
176	0.02766650796
177	0.02744484006
178	0.02724542395
179	0.02705326638
180	0.02682161865
181	0.02669587377
182	0.02657650749
183	0.02641031854
184	0.02620748002
185	0.02607789278
186	0.02588417497
187	0.02567092885
188	0.0255361097
189	0.02536741364
190	0.02519342033
191	0.02504173328
192	0.02484191791
193	0.0246631009
194	0.02443337208
195	0.02425285636
196	0.02411153332
197	0.02396463941
198	0.02376553783
199	0.0236396448
200	0.02352380621
201	0.02338324712
202	0.02320330463
203	0.02305998871
204	0.02295787723
205	0.02285987541
206	0.02275272721
207	0.02262858265
208	0.02245776928
209	0.02235924395
210	0.02225363308
211	0.02211541811
212	0.02201267049
213	0.02193019692
214	0.0217991164
215	0.02172950583
216	0.02158401251
217	0.02147825263
218	0.02128172961
219	0.02114247855
220	0.02102403961
221	0.02088660696
222	0.02077224034
223	0.02063166138
224	0.02052732619
225	0.0203830552
226	0.02027081094
227	0.02014600972
228	0.02001482825
229	0.01988644277
230	0.01978413648
231	0.01967901224
232	0.01958240373
233	0.01949375241
234	0.01942050267
235	0.01932198597
236	0.01923521635
237	0.01914384798
238	0.01905787244
239	0.01899296688
240	0.01889861485
241	0.01881059362
242	0.01868296986
243	0.01856265022
244	0.01849033346
245	0.01838213137
246	0.01827328197
247	0.01818850931
248	0.01808535259
249	0.01799930015
250	0.01793121417
251	0.01782368816
252	0.01775127905
253	0.01766454158
254	0.01759423486
255	0.01751278247
256	0.01741895859
257	0.01735269103
258	0.01727508098
259	0.01720614041
260	0.01714476077
261	0.01706150584
262	0.01699794855
263	0.01694975176
264	0.01688886898
265	0.01684044669
266	0.01678161576
267	0.01670224005
268	0.0166518167
269	0.01656704179
270	0.01647564653
271	0.01639673972
272	0.01629355908
273	0.01625867736
274	0.01617091959
275	0.01608779348
276	0.01602040663
277	0.01595968255
278	0.01589029705
279	0.0158376845
280	0.01577581345
281	0.01568938136
282	0.01560662066
283	0.015525488
284	0.01546529125
285	0.01538572071
286	0.01533940885
287	0.01528526256
288	0.01522117729
289	0.01516265724
290	0.01512355367
291	0.015041882
292	0.01496955135
293	0.01492180098
294	0.01484362021
295	0.01478246509
296	0.0147383066
297	0.01469187446
298	0.01464329072
299	0.01460178383
300	0.01454328673
301	0.01448188446
302	0.01444044963
303	0.01438949879
304	0.01433112595
305	0.01427544248
306	0.01422195024
307	0.01417285578
308	0.01411994987
309	0.01405617415
310	0.01401645736
311	0.0139528686
312	0.01388743191
313	0.01383873926
314	0.01379516051
315	0.01374307779
316	0.01367605175
317	0.01361162687
318	0.01355141346
319	0.01351198816
320	0.01347840367
321	0.01343427497
322	0.01337891814
323	0.01333858749
324	0.01327943217
325	0.0132164061
326	0.01317537729
327	0.01313338546
328	0.01310469426
329	0.01306625915
330	0.01303463647
331	0.01299853564
332	0.01295803113
333	0.01291761802
334	0.01288027644
335	0.01281126958
336	0.01276418793
337	0.01272957261
338	0.01267765001
339	0.01259805378
340	0.01256464733
341	0.01251588374
342	0.01249220341
343	0.01244756553
344	0.01240850293
345	0.01235672643
346	0.01231701144
347	0.01229036114
348	0.01226002179
349	0.0122122157
350	0.01217049612
351	0.01212818003
352	0.01208369718
353	0.01204611053
354	0.01200389165
355	0.01197046472
356	0.01193174639
357	0.01188626777
358	0.01183428297
359	0.01179196324
360	0.01176573584
361	0.01173459954
362	0.0116991237
363	0.01166682756
364	0.0116160761
365	0.01157854986
366	0.0115563963
367	0.01152820838
368	0.01148468522
369	0.0114436261
370	0.01140969508
371	0.01138091725
372	0.01134324971
373	0.01131455592
374	0.01127654859
375	0.01123909461
376	0.01121523273
377	0.01118977632
378	0.01113674765
379	0.01110100205
380	0.01106093372
381	0.01103220638
382	0.01099221921
383	0.01095389754
384	0.01089939509
385	0.01087105461
386	0.01083424489
387	0.01080208118
388	0.01077184118
389	0.01073919402
390	0.01071250389
391	0.01067342525
392	0.01064925546
393	0.01062725455
394	0.01060321535
395	0.01056271066
396	0.01053875335
397	0.01051002968
398	0.01046694975
399	0.01044489938
400	0.01041035148
401	0.01038133913
402	0.01035291158
403	0.01032140804
404	0.01029225232
405	0.01025997263
406	0.01024004584
407	0.01021181638
408	0.01019441155
409	0.01016408651
410	0.01012875344
411	0.01010400208
412	0.01007179583
413	0.01005028981
414	0.01002683044
415	0.01000459906
416	0.0099701025
417	0.009943052655
418	0.009916182793
419	0.009894222217
420	0.009862282972
421	0.009845438231
422	0.009824628163
423	0.009803024487
424	0.009768948981
425	0.009747980817
426	0.009731005475
427	0.009706315646
428	0.009678553374
429	0.009644506272
430	0.009616955675
431	0.009593109285
432	0.009568154082
433	0.00955092353
434	0.009526481656
435	0.009493312903
436	0.00946651963
437	0.009435804541
438	0.009408488323
439	0.0093723528
440	0.009348389826
441	0.00931775194
442	0.0093023034
443	0.009276124927
444	0.009248637092
445	0.009216797794
446	0.009198262177
447	0.009177665338
448	0.009158142516
449	0.009136486217
450	0.009114457565
451	0.009092905911
452	0.009072538541
453	0.009056057013
454	0.009038160687
455	0.009020569527
456	0.009004141087
457	0.008976984346
458	0.008961620924
459	0.008946528963
460	0.008927696158
461	0.008918284442
462	0.008891519622
463	0.008868206788
464	0.008850594224
465	0.008821299543
466	0.00880292239
467	0.008777938592
468	0.008761894924
469	0.008736179565
470	0.008711610657
471	0.008695474899
472	0.008677952529
473	0.008663321335
474	0.008641201738
475	0.008623455499
476	0.008596335138
477	0.008577288687
478	0.008558707964
479	0.008540580313
480	0.008520695905
481	0.008494602188
482	0.008470303286
483	0.008453734619
484	0.008437172742
485	0.008420293231
486	0.008403999304
487	0.008378074072
488	0.008363167893
489	0.00834252889
490	0.008326609778
491	0.008317616879
492	0.00830266728
493	0.008287137934
494	0.00826809447
495	0.008244194047
496	0.00822973923
497	0.008209600001
498	0.008184986564
499	0.00816000618
500	0.008138947223
501	0.008123451556
502	0.008110039442
503	0.008093749111
504	0.008077915055
505	0.008054957443
506	0.008044180652
507	0.008030823874
508	0.008015261859
509	0.008001168589
510	0.007983789736
511	0.007968451894
512	0.007947161637
513	0.007935148003
514	0.007919903122
515	0.007905319947
516	0.007885574097
517	0.007869600653
518	0.007845152241
519	0.007829307528
520	0.007808978714
521	0.00779592231
522	0.007775778603
523	0.007759319055
524	0.007740310449
525	0.007717773396
526	0.007702633254
527	0.007689412386
528	0.007678299704
529	0.007663507449
530	0.007648679623
531	0.007634394584
532	0.007616763585
533	0.007600007412
534	0.007584469255
535	0.007563825535
536	0.007549184387
537	0.007528894535
538	0.007517022604
539	0.007501133706
540	0.007484159598
541	0.007473669502
542	0.007460266675
543	0.007436080008
544	0.007422458306
545	0.00740093644
546	0.007384436813
547	0.007370324812
548	0.007353191138
549	0.00734191932
550	0.007325160692
551	0.007313349561
552	0.007304192664
553	0.007291893522
554	0.007272887855
555	0.007256016937
556	0.007241883175
557	0.007232797294
558	0.007213721372
559	0.007195612113
560	0.007179599967
561	0.007168748597
562	0.007157667601
563	0.007143438742
564	0.007128801104
565	0.007114736076
566	0.007103446159
567	0.007085378874
568	0.007070489041
569	0.007053290094
570	0.007043159349
571	0.007027850771
572	0.007013379468
573	0.007004322513
574	0.00699305636
575	0.006981673368
576	0.006968114341
577	0.006951605278
578	0.006940821225
579	0.006927160215
580	0.006915035775
581	0.006897177157
582	0.006881376813
583	0.006870294572
584	0.006852105049
585	0.00684554374
586	0.006831353518
587	0.006818403696
588	0.006808107757
589	0.006793911284
590	0.006783030444
591	0.006772900871
592	0.006764323435
593	0.00675313757
594	0.00674432338
595	0.006731122366
596	0.006719233504
597	0.006712012365
598	0.006698675994
599	0.006686519697
600	0.006679552436
601	0.006665530231
602	0.006648994684
603	0.006630321647
604	0.006620941178
605	0.006612881571
606	0.006599894747
607	0.006592756305
608	0.006583721566
609	0.006577197769
610	0.006561865269
611	0.006546293119
612	0.006537441095
613	0.006522748269
614	0.006515677135
615	0.006502965428
616	0.006494292072
617	0.00648519037
618	0.006472808209
619	0.006464248701
620	0.006449213855
621	0.006437766049
622	0.006422381796
623	0.006408584663
624	0.006400811668
625	0.006385325695
626	0.006374841419
627	0.006362783054
628	0.006341130944
629	0.006332690754
630	0.006317716919
631	0.00630928557
632	0.006297941377
633	0.006289812818
634	0.006277863318
635	0.006269545735
636	0.006262726872
637	0.006246721194
638	0.006239519444
639	0.00622928724
640	0.006219479577
641	0.006206779589
642	0.006198213041
643	0.00619194061
644	0.00618455322
645	0.006175131952
646	0.006166190207
647	0.006157807948
648	0.006146508802
649	0.006134564376
650	0.00612533659
651	0.006117071665
652	0.006105131184
653	0.006097100763
654	0.006089137334
655	0.0060807268
656	0.006070184639
657	0.006058806685
658	0.006049098807
659	0.006041712325
660	0.006031492302
661	0.006024401291
662	0.006017377246
663	0.006005434917
664	0.005992785013
665	0.005981730971
666	0.005972985829
667	0.005962391708
668	0.00595116227
669	0.005943011977
670	0.005933536117
671	0.005923909704
672	0.005916750977
673	0.005911121894
674	0.005901154468
675	0.005889933604
676	0.00588229375
677	0.005874843425
678	0.005864044278
679	0.005853343543
680	0.00584716612
681	0.005837840304
682	0.005827042837
683	0.005814107121
684	0.005807744532
685	0.005799778312
686	0.005792815892
687	0.005781196241
688	0.005769765486
689	0.005760805218
690	0.005752646797
691	0.005744867303
692	0.005738698639
693	0.005730029771
694	0.005720720144
695	0.005711215806
696	0.005705289692
697	0.005693767147
698	0.005685872567
699	0.00567751275
700	0.005668130289
701	0.005657548923
702	0.005643356815
703	0.005636332708
704	0.005626906807
705	0.00561690061
706	0.005607370903
707	0.005600740247
708	0.005594264413
709	0.005583754582
710	0.00557615869
711	0.005567706938
712	0.005560706384
713	0.005550292674
714	0.005543337437
715	0.005533076527
716	0.00552696393
717	0.005520862291
718	0.005514153439
719	0.005507617832
720	0.005499102571
721	0.005489218193
722	0.005484348891
723	0.00547336754
724	0.00546487767
725	0.005451223718
726	0.005446359122
727	0.005438388611
728	0.005432198604
729	0.005422990021
730	0.005415105497
731	0.005408092553
732	0.005401646912
733	0.005395004859
734	0.005390187617
735	0.005379813578
736	0.005372723066
737	0.005366050757
738	0.005357227419
739	0.005352174573
740	0.005344484263
741	0.005337228857
742	0.005331435849
743	0.005321521897
744	0.005309094242
745	0.005302204268
746	0.005293041709
747	0.005282337678
748	0.005271059823
749	0.005262315875
750	0.005253961798
751	0.00524656687
752	0.005235819109
753	0.005230933452
754	0.005222080892
755	0.005216114153
756	0.00520482495
757	0.005196313591
758	0.005185329704
759	0.005180952892
760	0.005170998483
761	0.005164036611
762	0.005155606267
763	0.005148068671
764	0.00514057148
765	0.005135929782
766	0.005131253945
767	0.005122569468
768	0.005115246128
769	0.005109946756
770	0.005102236322
771	0.005096925106
772	0.005089448882
773	0.005081239818
774	0.005074389724
775	0.005067207076
776	0.005060574697
777	0.005055504389
778	0.005049286496
779	0.005043872891
780	0.005036268871
781	0.005030403429
782	0.005025679446
783	0.005020509851
784	0.005016403084
785	0.00500633954
786	0.004998957571
787	0.004989501803
788	0.004983525916
789	0.004977135455
790	0.004969982851
791	0.00496220863
792	0.004957229111
793	0.004951848084
794	0.004944665573
795	0.004939564697
796	0.00493267115
797	0.004926482041
798	0.004918880772
799	0.00491353864
800	0.004906400755
801	0.004899714379
802	0.00489284292
803	0.004884900715
804	0.004878861744
805	0.004873143676
806	0.004865178221
807	0.004858493171
808	0.004853225219
809	0.004848189562
810	0.004841883624
811	0.004835730486
812	0.004829681624
813	0.004824912224
814	0.004820410284
815	0.004812607788
816	0.004806897586
817	0.004802033655
818	0.004796116011
819	0.004784800415
820	0.004778468387
821	0.004773527399
822	0.004770402578
823	0.004764878192
824	0.004759306771
825	0.0047532914
826	0.004747034571
827	0.004741937045
828	0.004732795666
829	0.004726969192
830	0.004718482075
831	0.004712660052
832	0.004707287014
833	0.004702886169
834	0.004696716862
835	0.004692676321
836	0.004687395092
837	0.004683924265
838	0.004677408796
839	0.004672045564
840	0.004667688645
841	0.004662831345
842	0.004656042666
843	0.004650741141
844	0.004644646234
845	0.004639450948
846	0.004634341527
847	0.004627750374
848	0.004623049934
849	0.004617941073
850	0.004613254234
851	0.004607933605
852	0.004604279194
853	0.004598358917
854	0.004592046756
855	0.004587491414
856	0.004582156009
857	0.004575185205
858	0.004568240011
859	0.004563884009
860	0.004559168843
861	0.004552275355
862	0.004546333977
863	0.004541919925
864	0.004534606216
865	0.004528470323
866	0.004524858831
867	0.004518368329
868	0.004511928024
869	0.00450551856
870	0.004498064552
871	0.004494017583
872	0.004485567978
873	0.004481866303
874	0.004474538287
875	0.004469007691
876	0.004463679165
877	0.004457497328
878	0.004449236958
879	0.004442129949
880	0.004436726383
881	0.004430889078
882	0.004424480406
883	0.004420324881
884	0.004414370514
885	0.004410198676
886	0.004405817785
887	0.004402967919
888	0.004396824777
889	0.004392171717
890	0.004387530406
891	0.004383399901
892	0.004376807243
893	0.004369782076
894	0.004362606115
895	0.004356863376
896	0.004351122777
897	0.004346961324
898	0.004341552215
899	0.004337765177
900	0.004330507211
901	0.00432440201
902	0.004319338441
903	0.004311965232
904	0.004307505055
905	0.004303301647
906	0.004299834399
907	0.004294909768
908	0.004289653427
909	0.004285745869
910	0.004280357676
911	0.004275559363
912	0.004269859946
913	0.004265746064
914	0.004262265964
915	0.004258706302
916	0.004254930711
917	0.004250574295
918	0.004246850439
919	0.004241140642
920	0.004234245833
921	0.004231126432
922	0.004226827363
923	0.004222192126
924	0.004216297958
925	0.004212991958
926	0.004208841415
927	0.004202105245
928	0.004198205618
929	0.004195318457
930	0.004188837724
931	0.004181613924
932	0.004178160056
933	0.004171105029
934	0.004166776794
935	0.004162181921
936	0.00415807458
937	0.004150742596
938	0.004147237785
939	0.004142119765
940	0.00413754513
941	0.004133413923
942	0.004130005851
943	0.004124734322
944	0.004120373233
945	0.004113666395
946	0.004108573882
947	0.004103865798
948	0.004098491233
949	0.004094716012
950	0.004091224664
951	0.004088388323
952	0.004085229778
953	0.004079862588
954	0.004074627324
955	0.004069284558
956	0.004066025228
957	0.00405886977
958	0.004055013448
959	0.00405043499
960	0.004046858984
961	0.004040502099
962	0.004035482062
963	0.004031463324
964	0.0040285944
965	0.004024657916
966	0.004020469487
967	0.004016081802
968	0.004012986138
969	0.004009358117
970	0.004003738393
971	0.003999584608
972	0.003994499863
973	0.00399037657
974	0.003986831199
975	0.00398270605
976	0.003978553634
977	0.003972243342
978	0.003967969114
979	0.003962974
980	0.003959173398
981	0.003955295413
982	0.00395080506
983	0.003947088869
984	0.003944115484
985	0.00394096321
986	0.003937942628
987	0.003933340136
988	0.003929748002
989	0.003923051127
990	0.00391908175
991	0.003915349218
992	0.003912731657
993	0.003907887047
994	0.003904498359
995	0.00390168395
996	0.003898443069
997	0.003894831208
998	0.00389145921
999	0.003887218673
